TIMESTAMP,POWER,U10,V10,U100,V100
20160612 19:00,0.352317879406449,-4.10913,1.49844,-6.17471,2.77719
20160612 20:00,0.214973818094913,-4.28379,1.54272,-6.35301,2.55196
20160612 21:00,0.221628526632445,-3.71461,1.86021,-5.35679,2.93609
20160612 22:00,0.194680753871377,-4.15121,1.63044,-5.57622,2.46056
20160612 23:00,0.187070576631754,-4.58302,0.93911,-6.09708,1.55227
20160613 00:00,0.293800515343152,-4.88018,1.30584,-6.46179,1.93587
20160613 01:00,0.161041739493312,-6.24088,-0.0270276,-8.50603,0.46207
20160613 02:00,0.186903429402399,-6.33987,-0.277669,-8.61238,0.0806365
20160613 03:00,0.232998454599302,-6.37671,-0.325344,-8.55211,-0.0647879
20160613 04:00,0.243320845753079,-6.40133,-0.821759,-8.6173,-0.785769
20160613 05:00,0.369002173231701,-6.21351,-0.88911,-8.6868,-0.845048
20160613 06:00,0.446382369954857,-6.23137,-0.995541,-8.77289,-0.950213
20160613 07:00,0.450998079952226,-7.91282,-0.0173187,-10.1734,0.127248
20160613 08:00,0.584711589881721,-7.853,0.608068,-10.2248,0.895015
20160613 09:00,0.604628520923623,-8.03769,0.337524,-10.559,0.662369
20160613 10:00,0.59656437009765,-7.25724,-0.3772,-10.0042,-0.0203167
20160613 11:00,0.645541391103598,-6.69741,-0.268281,-9.22414,-0.0310552
20160613 12:00,0.634338312004724,-5.83018,-0.345699,-8.33948,-0.0141015
20160613 13:00,0.710339369225787,-5.92878,-0.0814878,-8.27889,0.275693
20160613 14:00,0.725417037132197,-5.91298,-0.134888,-8.09861,0.22541
20160613 15:00,0.619320784322336,-5.75552,0.149196,-7.76374,0.556188
20160613 16:00,0.473487288668932,-5.6351,0.599327,-7.73244,1.01544
20160613 17:00,0.436881780574047,-4.58435,0.679484,-7.14499,1.47249
20160613 18:00,0.536110988031053,-4.66665,0.916202,-7.0182,1.66565
20160613 19:00,0.490613272198869,-5.82433,0.498217,-8.41026,1.11472
20160613 20:00,0.481194821172328,-5.75607,0.236773,-8.88118,0.963409
20160613 21:00,0.443658299216729,-5.56288,0.227358,-8.43618,0.864718
20160613 22:00,0.366300790927758,-5.5853,-0.531466,-8.5036,-0.114171
20160613 23:00,0.394650270295102,-5.84514,-0.592657,-8.69147,-0.207166
20160614 00:00,0.449073337933643,-5.82718,-0.262255,-8.63479,0.324362
20160614 01:00,0.469278673519693,-6.19254,0.2274,-9.17169,1.15431
20160614 02:00,0.343008535242801,-6.36718,0.33909,-9.17358,1.25797
20160614 03:00,0.22682559372617,-6.41826,0.425672,-9.11053,1.40807
20160614 04:00,0.368958557476875,-6.50795,0.544321,-9.03473,1.34967
20160614 05:00,0.483422729109992,-6.76378,0.36349,-9.18363,0.898413
20160614 06:00,0.55454224965856,-6.58657,0.608441,-8.95526,1.08058
20160614 07:00,0.52169434650574,-7.54125,1.72457,-9.66434,2.23386
20160614 08:00,0.601680307535253,-6.61022,1.92056,-8.68176,2.52572
20160614 09:00,0.49498232187952,-5.91456,2.16973,-7.70981,2.79106
20160614 10:00,0.454222959465662,-4.60952,2.40682,-6.09051,3.03136
20160614 11:00,0.54187640220085,-3.62054,2.84767,-4.97079,3.56215
20160614 12:00,0.572741995328817,-4.32026,1.9764,-5.78317,2.50933
20160614 13:00,0.519226831910229,-4.01645,1.92527,-5.36178,2.38446
20160614 14:00,0.449130495887599,-3.25785,1.93239,-4.64522,2.26826
20160614 15:00,0.331597124399899,-3.18566,0.151777,-4.85874,0.599918
20160614 16:00,0.266261566609673,-3.55408,-0.267004,-5.41149,0.599459
20160614 17:00,0.267823465135565,-3.04294,2.09825,-4.25619,3.07341
20160614 18:00,0.326969766983505,-2.16884,1.15829,-3.90062,1.52752
20160614 19:00,0.266171631788171,-2.808,0.804863,-5.02931,1.57346
20160614 20:00,0.183150781016374,-3.66326,0.61193,-5.70129,1.48477
20160614 21:00,0.0839780896437084,-3.52731,0.278048,-5.67614,1.21388
20160614 22:00,0.0503033837470385,-3.5523,-0.208688,-5.6601,1.13061
20160614 23:00,0.051080769182761,-3.63341,0.374465,-5.58342,1.9783
20160615 00:00,0.0719143736684743,-3.18948,1.07428,-4.65891,2.77363
20160615 01:00,0.0423422090809224,-2.28615,2.14096,-2.87098,3.71118
20160615 02:00,0.0218623553289247,-1.75935,1.5824,-1.99787,2.78659
20160615 03:00,0.0213306764240742,-2.30965,0.676074,-2.58209,1.90161
20160615 04:00,0.0131226565713647,-2.47078,0.514484,-2.66495,1.75858
20160615 05:00,0.0201391879625276,-1.86342,1.62059,-2.11517,2.80987
20160615 06:00,0.0261592386075602,-1.06781,2.09974,-1.20985,2.74277
20160615 07:00,0.032608568445338,-0.210452,1.79597,-0.459242,2.23267
20160615 08:00,0.00551350471790573,0.248031,1.46669,-0.0957727,1.84389
20160615 09:00,0.0102841591038508,1.81254,1.63584,1.50407,2.20447
20160615 10:00,0.0532559196601509,1.19599,0.97251,1.02778,1.51671
20160615 11:00,0.0890395257588811,1.75973,0.663921,1.65489,1.06222
20160615 12:00,0.123250125766237,2.91104,0.587082,2.87929,1.08802
20160615 13:00,0.122186913662264,3.45009,0.506429,3.85581,0.920674
20160615 14:00,0.0804307093697432,2.88141,-0.79831,3.19637,-0.706017
20160615 15:00,0.0314113935750388,1.79272,-2.19512,1.95916,-2.43614
20160615 16:00,0.0458579371318389,0.796886,-2.13847,0.793281,-2.517
20160615 17:00,0.0656189128284173,0.455944,-2.66935,0.342274,-3.34181
20160615 18:00,0.0546782981744356,0.375684,-2.59658,0.0640075,-3.35186
20160615 19:00,0.0406789371982114,0.408402,-2.56214,0.0308342,-3.38638
20160615 20:00,0.04448372181921,0.242343,-2.16501,-0.374796,-2.85329
20160615 21:00,0.0263271763161782,0.0888042,-1.95747,-0.577786,-2.30377
20160615 22:00,0.0220911328779173,-0.0111237,-1.49786,-0.612825,-1.61545
20160615 23:00,0.00994075450624351,0.112995,-1.57425,-0.45061,-1.57909
20160616 00:00,0.0232319818556634,0.684828,-1.52657,0.315923,-1.4657
20160616 01:00,0.0424423599339652,-0.828408,-0.60153,-0.235851,-0.262054
20160616 02:00,0.0853961899976745,0.172311,-1.4747,0.991508,-1.64124
20160616 03:00,0.136910592849585,0.224755,-2.44079,0.51105,-3.00681
20160616 04:00,0.0729867444306341,-0.541057,-1.9076,-0.421475,-2.61094
20160616 05:00,0.0573415400724362,-0.990789,-0.923034,-1.11457,-1.37603
20160616 06:00,0.0446104366425019,-0.503058,-0.938328,-0.456646,-1.22616
20160616 07:00,0.0484648613876846,0.220155,-1.41488,0.20288,-1.57493
20160616 08:00,0.0473302887730335,1.2544,-1.19503,1.19381,-1.28905
20160616 09:00,0.0732611700502516,1.88125,-0.847044,1.84234,-0.873483
20160616 10:00,0.0442180091493004,2.23425,-0.962234,2.21359,-0.995175
20160616 11:00,0.0586294019011508,2.84268,-0.872177,2.89453,-0.877351
20160616 12:00,0.119121744013607,3.31968,-1.08734,3.57058,-1.14884
20160616 13:00,0.127065133463057,3.70675,-1.42762,4.1851,-1.5766
20160616 14:00,0.101934019033447,3.08841,-1.9324,3.50925,-2.19728
20160616 15:00,0.0814128663899599,2.34668,-2.32897,2.59078,-2.64537
20160616 16:00,0.0744492852139129,1.35967,-2.86243,1.39809,-3.31542
20160616 17:00,0.0529083266580536,1.11361,-2.85055,0.9843,-3.32496
20160616 18:00,0.0657946703308678,0.763651,-2.42612,0.442798,-2.85298
20160616 19:00,0.0441193730770014,0.74514,-1.70815,0.276796,-2.18878
20160616 20:00,0.0304554635481813,0.631054,-1.88812,-0.090745,-2.14359
20160616 21:00,0.0532892771501044,0.265212,-2.27354,-0.269251,-2.47607
20160616 22:00,0.100624291293823,-0.357971,-2.50787,-0.820029,-2.98085
20160616 23:00,0.0469941002795015,-0.275229,-2.61975,-0.81646,-3.37523
20160617 00:00,0.0268567479519556,-0.637398,-2.49997,-1.20111,-3.23281
20160617 01:00,0.0685764291893662,-1.22848,-1.84278,-1.83171,-2.22799
20160617 02:00,0.0558506279509276,-1.31701,-2.52237,-1.97172,-3.54068
20160617 03:00,0.0933593061412651,-1.48025,-1.68971,-2.00859,-2.85313
20160617 04:00,0,-1.91375,-1.45958,-2.75895,-2.61363
20160617 05:00,0.0511183595128137,-1.85736,-1.31763,-2.78146,-2.16441
20160617 06:00,0.011958289974775,-1.551,-1.91738,-2.23012,-2.54012
20160617 07:00,0.0178240512546747,-0.504294,-2.44988,-0.93739,-2.78841
20160617 08:00,0.180431449790708,1.12972,-3.14095,0.774987,-3.44169
20160617 09:00,0.254797770077706,1.87986,-3.96306,1.54915,-4.54008
20160617 10:00,0.579227977144225,1.98624,-4.15955,1.86391,-5.05613
20160617 11:00,0.425842728711872,2.35513,-4.13406,2.38441,-5.00667
20160617 12:00,0.483708646386107,2.85381,-4.41617,2.94908,-5.21381
20160617 13:00,0.475002873635427,3.12737,-4.38575,3.44347,-5.27137
20160617 14:00,0.526574376565266,3.56271,-3.76088,4.05738,-4.48344
20160617 15:00,0.50307532795406,4.3332,-2.98154,5.00622,-3.56049
20160617 16:00,0.499814621568289,4.80183,-2.36354,5.68117,-2.85974
20160617 17:00,0.533030562431159,5.70245,-2.87353,6.87797,-3.51953
20160617 18:00,0.500822288992444,5.11649,-3.19086,6.17176,-3.98881
20160617 19:00,0.327385934688837,4.96149,-2.39325,5.96414,-2.97088
20160617 20:00,0.292093198321048,4.34463,-2.08773,5.36563,-2.59319
20160617 21:00,0.44907870780936,4.4788,-2.07353,5.50567,-2.52749
20160617 22:00,0.404883425551074,5.0034,-1.66285,6.13901,-2.05785
20160617 23:00,0.529473681856565,5.41286,-1.3313,6.64952,-1.72386
20160618 00:00,0.560046596009423,5.33547,-1.13731,6.63013,-1.50708
20160618 01:00,0.467301501839441,4.94233,-1.01765,6.18108,-1.39557
20160618 02:00,0.538998594371011,5.33752,-0.00958472,6.67091,-0.146484
20160618 03:00,0.70686767855554,5.85296,0.194175,7.4227,0.126932
20160618 04:00,0.767104278006678,6.48107,-0.331327,8.09487,-0.511048
20160618 05:00,0.719761183494939,7.38486,-0.469534,8.9875,-0.676282
20160618 06:00,0.691810631556525,7.10083,-1.43102,8.6632,-1.73574
20160618 07:00,0.677632765169669,6.43417,-1.33593,7.81648,-1.6998
20160618 08:00,0.699282973280543,6.62549,-0.940135,7.81962,-1.16098
20160618 09:00,0.5853460786484,7.33106,-0.829404,8.59318,-0.924701
20160618 10:00,0.608167107366072,7.3803,0.413782,8.69797,0.444067
20160618 11:00,0.673868537300019,7.44876,1.6457,8.86423,1.76741
20160618 12:00,0.72161689447541,7.86079,1.03543,9.36509,1.12661
20160618 13:00,0.634539849298411,7.67555,-0.0240955,9.09283,-0.0317783
20160618 14:00,0.62327346931045,7.65758,-2.43322,9.07211,-2.84223
20160618 15:00,0.523688782607509,7.02252,-2.85215,8.27701,-3.39214
20160618 16:00,0.641550096365384,7.07841,-2.92851,8.28281,-3.49179
20160618 17:00,0.668161897160721,6.95939,-2.857,8.10227,-3.42273
20160618 18:00,0.658386398423543,6.7573,-2.25582,7.88798,-2.69351
20160618 19:00,0.636834387522314,7.23024,-2.36364,8.51174,-2.80698
20160618 20:00,0.663395310764272,7.72531,-3.06543,9.19566,-3.67046
20160618 21:00,0.752304651434919,7.90669,-3.4806,9.35382,-4.19223
20160618 22:00,0.76632775796069,7.9481,-3.16282,9.48178,-3.85223
20160618 23:00,0.793705707714962,8.16027,-4.05879,9.82551,-4.9446
20160619 00:00,0.767983011383557,8.11123,-4.11494,9.7479,-5.019
20160619 01:00,0.804754728671863,8.05,-3.32882,9.67957,-4.03418
20160619 02:00,0.80159767427805,8.08041,-3.73329,9.7285,-4.51115
20160619 03:00,0.826032934676742,8.08332,-4.07452,9.72356,-4.94557
20160619 04:00,0.826245209637068,8.24618,-4.47577,9.89478,-5.38881
20160619 05:00,0.807979265343108,8.42178,-4.85155,9.99079,-5.8158
20160619 06:00,0.762136041953258,8.40152,-4.9965,9.95541,-5.98658
20160619 07:00,0.820076274586378,7.69579,-5.04435,9.09213,-6.01347
20160619 08:00,0.811569474760108,7.30723,-4.39195,8.56837,-5.20973
20160619 09:00,0.74572547623684,7.17067,-4.20106,8.37571,-4.931
20160619 10:00,0.74256137801826,7.29142,-3.64785,8.47809,-4.27266
20160619 11:00,0.776014803279508,7.71126,-3.13923,8.99144,-3.7018
20160619 12:00,0.793010911139344,7.82516,-2.5407,9.10673,-3.02163
20160619 13:00,0.737519335729446,7.32629,-2.93057,8.56946,-3.42974
20160619 14:00,0.721985283862075,6.74444,-2.60183,7.85316,-3.04204
20160619 15:00,0.783552105195997,5.98168,-2.11859,6.9547,-2.53713
20160619 16:00,0.826027428309175,7.02148,-0.842577,8.12,-1.1057
20160619 17:00,0.759075823978772,7.12162,0.0135155,8.35919,-0.0342236
20160619 18:00,0.696773522037419,6.71439,-0.066514,7.86474,-0.0833826
20160619 19:00,0.602308657524511,5.98987,-0.130949,7.04945,-0.135729
20160619 20:00,0.530752508391035,5.45438,0.843552,6.48761,0.981174
20160619 21:00,0.432787614590881,4.92595,2.16866,5.91087,2.57216
20160619 22:00,0.557715058645686,3.75189,3.54395,4.56661,4.23168
20160619 23:00,0.561582753199472,3.37243,4.35948,4.22893,5.24917
20160620 00:00,0.596007566110608,3.04018,5.10329,3.85218,6.27538
20160620 01:00,0.613458238357451,1.09201,6.39066,1.57439,8.0507
20160620 02:00,0.673381973786134,-0.0669546,7.62127,0.13265,9.78749
20160620 03:00,0.761756416862765,-1.25264,8.61172,-1.28606,11.2582
20160620 04:00,0.772295540727607,-0.238623,9.67893,0.0606842,12.939
20160620 05:00,0.833479341618235,0.381063,10.2026,0.953491,13.9482
20160620 06:00,0.846711581777281,0.319632,10.1346,0.945888,13.7653
20160620 07:00,0.841600968842988,0.380601,10.3776,0.901557,13.8674
20160620 08:00,0.84352785407091,0.191123,10.7167,0.731223,14.428
20160620 09:00,0.905412331513223,0.301278,11.1552,0.998049,15.2121
20160620 10:00,0.934577782166668,0.286975,10.8352,1.40162,15.6384
20160620 11:00,0.937463148117939,0.850706,10.7858,1.84764,15.0992
20160620 12:00,0.933885957238207,0.670957,10.9118,1.54018,15.2749
20160620 13:00,0.946824817637938,0.460935,10.9708,1.38807,15.4394
20160620 14:00,0.928097421770355,2.83747,11.6275,4.30046,15.862
20160620 15:00,0.917090223838454,4.19567,10.242,6.05833,13.939
20160620 16:00,0.902354168539518,4.7068,7.86753,6.60733,10.6484
20160620 17:00,0.868978038466588,4.61306,6.25392,6.61882,8.51306
20160620 18:00,0.698574245186613,5.33432,6.47931,7.40168,8.53857
20160620 19:00,0.67468078744406,5.13934,4.79564,6.90832,6.16407
20160620 20:00,0.52564979885605,4.45314,3.40257,5.91706,4.25688
20160620 21:00,0.478470153754962,3.58518,2.65777,4.72151,3.17707
20160620 22:00,0.360496046763507,3.31505,1.69958,4.15412,1.86751
20160620 23:00,0.310789332828949,3.05741,0.0246659,3.92574,-0.181015
20160621 00:00,0.328088067481102,3.21493,-0.520917,4.10477,-0.854452
20160621 01:00,0.448673611218178,3.56079,-3.153,4.45874,-3.98522
20160621 02:00,0.473762681761307,2.75998,-2.64369,3.5697,-3.49944
20160621 03:00,0.508955064342365,3.91658,-1.95972,4.9848,-2.62754
20160621 04:00,0.399869234739714,4.17879,-2.48727,5.29127,-3.2753
20160621 05:00,0.290515070390753,3.83568,-1.87338,4.63335,-2.40189
20160621 06:00,0.219160916087038,4.11286,-1.24137,4.84561,-1.55295
20160621 07:00,0.390722160442043,4.69725,-0.616223,5.51163,-0.73869
20160621 08:00,0.377169960858775,4.83272,-0.400667,5.68215,-0.431163
20160621 09:00,0.416250120039483,4.31934,-0.324287,4.93978,-0.307255
20160621 10:00,0.316609887797202,4.64694,0.538648,5.35641,0.625895
20160621 11:00,0.163969876636194,4.41949,1.03751,5.17365,1.1952
20160621 12:00,0.140268145640046,3.8969,1.40838,4.74776,1.63697
20160621 13:00,0.250605242123243,3.4616,1.63771,4.51353,1.93031
20160621 14:00,0.273545035672104,3.1143,1.78483,4.21028,2.15524
20160621 15:00,0.271514468095485,2.78621,2.18395,3.72591,2.62339
20160621 16:00,0.375299511615916,2.53745,2.4032,3.47596,2.97052
20160621 17:00,0.299342715441059,2.13029,2.43722,2.97838,3.04525
20160621 18:00,0.142201282502628,1.38518,2.48087,2.13316,3.08812
20160621 19:00,0.0838264271664729,0.895177,2.69684,1.70119,3.54456
20160621 20:00,0.0502200445715243,0.222909,2.77513,1.08289,3.93361
20160621 21:00,0.085369512600116,-0.015285,3.02655,0.756037,4.44018
20160621 22:00,0.129829407404567,-0.461516,3.04858,0.106336,4.68295
20160621 23:00,0.10599066942658,-0.772098,3.02501,-0.555419,4.8684
20160622 00:00,0.0577338283902482,-0.802866,3.31132,-0.629409,5.40324
20160622 01:00,0.0817258686822889,-1.69742,1.24955,-2.38915,3.14658
20160622 02:00,0.070343859327053,-2.63406,0.459717,-3.51302,2.39693
20160622 03:00,0.125759315499741,-3.46893,0.315998,-4.97052,2.35182
20160622 04:00,0.121363955670958,-3.75906,1.2405,-5.26715,3.70722
20160622 05:00,0.152376230088078,-3.51645,3.32403,-4.74353,5.90761
20160622 06:00,0.224347304643772,-2.85306,4.81838,-3.55209,7.4739
20160622 07:00,0.128802419814183,-0.818017,5.34561,-0.473482,7.01465
20160622 08:00,0.135125352446788,2.37252,4.43242,3.80523,5.3717
20160622 09:00,0.462197081114976,4.88796,4.08545,6.98083,4.97374
20160622 10:00,0.465527589504847,5.80578,4.15411,7.80832,5.08599
20160622 11:00,0.546568730550465,5.15239,4.34708,6.66901,5.35726
20160622 12:00,0.594827666458212,4.74309,4.80154,5.97613,6.03205
20160622 13:00,0.519719943657277,3.30266,4.40065,4.25421,5.39496
20160622 14:00,0.554470431528698,3.3524,4.17384,4.74189,5.28327
20160622 15:00,0.564735377243249,3.44714,3.98967,4.91223,5.01982
20160622 16:00,0.429025208419557,2.93126,3.49912,4.38888,4.30815
20160622 17:00,0.202265585007729,2.37284,3.07614,3.78864,3.66625
20160622 18:00,0.165092889261811,1.23545,3.12741,2.39696,3.76711
20160622 19:00,0.173817021259565,0.582836,3.23221,1.72904,4.22901
20160622 20:00,0.0911962306394165,0.133047,2.94917,1.37055,4.25888
20160622 21:00,0.0817126593613695,-0.576128,3.16584,0.358795,4.83924
20160622 22:00,0.138560260465371,-0.540126,3.89848,-0.0587404,6.18765
20160622 23:00,0.232309438564985,-0.838684,3.51776,-0.39253,5.82121
20160623 00:00,0.181978152617063,-0.532972,4.03399,-0.0378504,6.49278
20160623 01:00,0.0999785467748968,-2.53983,3.34578,-3.27011,5.92851
20160623 02:00,0.188023802639619,-2.22412,3.23984,-3.01468,5.76751
20160623 03:00,0.366941861833618,-2.76135,3.60691,-3.33875,6.38224
20160623 04:00,0.355749999217006,-3.46098,3.4279,-4.10335,6.4203
20160623 05:00,0.49079370460649,-2.00039,4.79491,-1.89503,7.86386
20160623 06:00,0.549898358182273,-1.09052,4.98297,-0.745172,8.00164
20160623 07:00,0.624382458644306,-1.77893,5.41254,-1.89027,8.66734
20160623 08:00,0.590704047068363,-1.79628,5.35662,-1.89781,8.31006
20160623 09:00,0.482746166524647,-1.59183,5.25691,-1.88059,8.04696
20160623 10:00,0.359085746183173,-1.2519,5.38007,-1.5857,8.07327
20160623 11:00,0.324919369775079,-1.14925,4.82112,-1.54939,7.19438
20160623 12:00,0.224208189262368,-0.813098,3.85023,-1.26013,5.97181
20160623 13:00,0.022313250266103,-0.880133,3.24371,-1.55234,5.2532
20160623 14:00,0.0252737433739219,-1.37627,2.6773,-1.87625,5.04446
20160623 15:00,0.0521910662707244,-1.707,2.80858,-2.42085,5.12303
20160623 16:00,0.109543735694379,-1.61872,1.51678,-2.51702,3.46365
20160623 17:00,0.0556766282462207,-2.58129,0.54508,-4.18138,1.87116
20160623 18:00,0.0276745901016289,-2.90285,0.945801,-4.57928,2.24589
20160623 19:00,0.044964076244847,-2.9343,4.49048,-3.43428,7.122
20160623 20:00,0.0228330624174227,-2.78868,2.20357,-3.36881,3.14535
20160623 21:00,0.00997379063343543,-2.72374,-0.00474262,-5.73835,-0.175114
20160623 22:00,0.00503355532739165,-5.43428,0.866652,-8.66262,0.769933
20160623 23:00,0.0210422823441244,-2.25887,2.16456,-2.72642,4.47951
20160624 00:00,0.0493253745496676,3.40479,0.576636,4.43224,1.90578
20160624 01:00,0.0726397177118829,-1.46614,-0.218437,-1.87209,1.99268
20160624 02:00,0.0584797763983752,-1.6576,1.56871,-2.25112,3.78361
20160624 03:00,0.107023400716181,-2.2655,1.3604,-3.21221,3.74893
20160624 04:00,0.121062231818479,-2.10944,1.83143,-2.90791,4.17768
20160624 05:00,0.351151709489192,-1.34253,3.39279,-0.88422,5.85185
20160624 06:00,0.45886494765846,0.480158,4.62423,2.40745,6.53748
20160624 07:00,0.496499447675623,-0.16064,5.01423,1.1497,7.04212
20160624 08:00,0.524923160450177,1.61024,4.85296,3.5376,5.93841
20160624 09:00,0.350538541305017,1.47039,3.87564,2.83809,4.06234
20160624 10:00,0.436114371635499,1.17002,4.42569,1.97273,5.07415
20160624 11:00,0.645058842719311,1.48205,4.97422,2.12049,6.22835
20160624 12:00,0.680571667656781,1.67476,5.90644,2.51808,7.63702
20160624 13:00,0.570728479751994,3.14391,5.6178,4.51476,7.4451
20160624 14:00,0.453510699422441,3.52443,5.77793,4.99661,7.53899
20160624 15:00,0.407411821483961,4.58586,4.84442,6.41598,6.35596
20160624 16:00,0.297049578931792,5.56726,4.01286,7.35333,5.12148
20160624 17:00,0.192903844899254,5.09321,3.28388,6.80716,4.01143
20160624 18:00,0.137771305710179,4.50617,2.77429,6.30201,3.33786
20160624 19:00,0.130971336094566,4.79402,2.02794,6.48852,2.42052
20160624 20:00,0.149591981975218,4.47795,1.19961,6.25286,1.46696
20160624 21:00,0.155646333071394,3.56403,0.735353,5.22578,0.786141
20160624 22:00,0.0787037812670941,3.5002,-0.229908,4.89161,-0.554226
20160624 23:00,0.0240316483150461,3.90631,-1.97185,5.09008,-2.39081
20160625 00:00,0.101977707232733,3.70508,-2.59269,4.50734,-2.98943
20160625 01:00,0.0740326559112323,2.30592,-0.989429,2.72563,-1.49664
20160625 02:00,0.0357810349394621,1.82119,-0.260679,1.94832,-0.692284
20160625 03:00,0.00733388978834217,1.59407,-0.199284,1.60541,-0.609529
20160625 04:00,0.038584085415986,1.49103,-0.263446,1.48497,-0.590141
20160625 05:00,0.0423413413155206,1.31097,-1.0508,1.23339,-1.3043
20160625 06:00,0.037684561338087,0.896483,-1.67688,0.732773,-1.88484
20160625 07:00,0.119257486633892,0.206649,-2.01604,-0.0671368,-2.28333
20160625 08:00,0.202768040741632,0.197756,-2.12472,-0.298205,-2.45465
20160625 09:00,0.278960927247252,1.25709,-2.43061,0.53794,-2.74556
20160625 10:00,0.432352465107464,1.49396,-3.65669,0.631404,-4.17531
20160625 11:00,0.389688531497091,0.13235,-3.7085,-1.30015,-4.11331
20160625 12:00,0.421667626124738,0.165828,-3.65442,-1.55627,-3.77665
20160625 13:00,0.25488223521733,0.474862,-4.02065,-1.03708,-4.22265
